Total Orders,Total Sellers,Average Delivery Days,Average Estimated Delivery Days,Average Delivery Variance Days,Late Delivery Rate (%),Average Late Delay Days,Average Review Score
96470,2970,12.01,23.45,-12.03,6.58,10.49,4.08
