total_orders_in_view,reviewed_orders,average_review_score,on_time_orders,late_orders,not_delivered_orders,on_time_delivery_rate_pct,avg_delivery_lead_days,avg_delivery_delay_days
99441,98673,4.09,89941,6535,2965,93.23,12.5,-11.88
